abcgo2005-01339	インターネットを通じて配信された音楽や動画を、パソコンでダウンロードしながら順次再生する方式を特に何というでしょう？	ストリーミング	ストリーミング
abcgo2006-00016	インターネットで、文章を自由に書き込める電子掲示板のことを、アルファベット3文字で何というでしょう？	BBS	ＢＢＳ
abcgo2006-00442	会社を設立した2人の名前から社名をとった、「hp」というロゴで知られるパソコンメーカーはどこでしょう？	ヒューレット・パッカード	ヒューレットパッカード
abcgo2006-00444	ラテン語で「いつでも、どこでも」という意味がる、あらゆる場面でもコンピューターにつながっているという状態を表す言葉は何でしょう？	ユビキタス	ユビキタス
abcgo2006-00723	1984年にアメリカの臨床心理学者クレイグ・ブロードが提唱した、コンピュータを扱うことによって起きる精神的な問題や症状を何というでしょう？	テクノストレス	テクノストレス
abcgo2006-00838	人間にとっての1年分の成長が、コンピューターにとっては7年分の成長になるということを、ある動物を使って何というでしょう？	ドッグイヤー	ドッグイヤー
abcgo2006-00973	コンピューターの中枢部分ともいえる「中央演算処理装置」のことを、アルファベット3文字で何というでしょう？	CPU [central processing unit]	ＣＰＵ
abcgo2006-01101	アメリカ3大ネットワークと呼ばれる放送局とは、CBS、NBCと何でしょう？	ABC	ＡＢＣ
abcgo2006-01235	「mini」「nano」「shuffle」などの種類がある、アップルコンピュータの携帯型音楽プレイヤーは何でしょう？	iPod	ＩＰＯＤ
abcgo2006-01242	インターネットのブログで、相手の記事に対して、自分の記事へのリンクを貼り付ける機能を何というでしょう？	トラックバック	トラックバック
abcgo2006-01291	無線LANでインターネットを利用できる場所の名前にもなっている、地球内部のマグマのできやすい地点のことを何というでしょう？	ホットスポット	ホットスポット
abcgo2006-01347	「Paseri」「Netscape Messanger」「Outlook Express」といえば、パソコンで使われるどんなソフトウェアでしょう？	メールソフト(メーラー)	メーラー
abcgo2006-01449	一般に数字の0か1を使って表す、コンピューターが扱う情報の最小単位を何というでしょう？	ビット	ビット
abcgo2006-01531	周辺機器をパソコンに接続するためのバス規格の一つ「USB」とは、何という言葉の略でしょう？	ユニバーサル・シリアル・バス	ユニバーサルシリアルバス
abcgo2007-00055	コンピュータ用語で「HTTP」や「IP」といったときの「P」とは、何という言葉を略したものでしょう？	プロトコル	プロトコル
abcgo2007-00097	世界的企業である「ピクサー」や「アップルコンピュータ」のCEOを務めている人物は誰でしょう？	スティーブ・ジョブズ	スティーブジョブズ
abcgo2007-00305	コンピュータの記憶装置で、ROMは「Read Only Memory」の略ですが、RAMは何という言葉の略でしょう？	Random Access Memory	ＲＡＮＤＯＭＡＣＣＥＳＳＭＥＭＯＲＹ
abcgo2007-01021	「Yahoo!JAPAN」や「goo」のように、インターネットにアクセスするときの入り口となるホームページのことを「門」という意味の言葉を使って何というでしょう？	ポータルサイト	ポータルサイト
abcgo2007-01218	パソコンの「コン」はコンピュータの略ですが、エアコンの「コン」は何の略でしょう？	コンディショナー	コンディショナー
abcgo2007-01257	ラテン語で「走る人」という意味がある、パソコンなどのディスプレー上で、文字の入力位置を示す印を何というでしょう？	カーソル	カーソル
abcgo2007-01305	話題のサイトmixiも自らこの状態であると公言している、特にパソコンのソフトウェアなどで商品化手前状態である開発版のことを、あるギリシャ文字を使って何というでしょう？	β版	ベータバン
abcgo2007-01352	Safari、Firefox、Internet Explorerなどの、ウェブサイト閲覧(えつらん)のためのソフトウェアのことを何というでしょう？	ブラウザ	ブラウザ
abcgo2007-01398	「三四郎」「花子」「一太郎」といったパソコン用ソフトを発売している、日本のソフトメーカーは何でしょう？	ジャストシステム	ジャストシステム
abcgo2008-00029	英語の「あなた」と「テレビ」を意味するスラングから名づけられた、インターネットの映像配信サービスは何でしょう？	YouTube	ＹＯＵＴＵＢＥ
abcgo2008-00205	アルファベット3文字で「VOD」と略される、光ファイバーなどを通じてユーザーに様々な映像コンテンツを配信するサービスを何というでしょう？	ビデオ・オン・デマンド	ビデオオンデマンド
abcgo2008-00268	ジャズ、ロック、サンバなど音楽に関する言葉を支店名にしている、インターネット銀行の最大手はどこでしょう？	イーバンク銀行	イーバンクギンコウ
abcgo2008-00398	データ通信を行うために、コンピューターや端末との間であらかじめ定めておく通信規約のことを、英語で何と言うでしょう？	(ネットワーク)プロトコル(protocol)【「通信プロトコル」「コミュニケーションプロトコル」も○】	プロトコル
abcgo2008-00426	「ユニバーサル・シリアル・バス」の略である、パソコンに周辺機器を接続するバス規格として現在主流なのは何でしょう？	USB	ＵＳＢ
abcgo2008-00608	アメリカのリンデンラボ社が運営している、ユーザーがウェブ上に分身をつくり、ビジネスや旅行を実生活そのままに楽しめるバーチャルコミュニティは何でしょう？	Second Life(セカンドライフ)	セカンドライフ
abcgo2008-00655	最新版では最大10人まで同時に会話が出来る、開発したルクセンブルクの社名が付いたインターネット電話のソフトウェアは何でしょう？	Skype(スカイプ)	スカイプ
abcgo2009-00377	英語で「断片化」という意味がある、パソコンのディスクの中に格納するファイルがあちこちに散らばってしまう状態を何というでしょう？	フラグメンテーション	フラグメンテーション
abcgo2009-00439	一般的に最も普及しているパソコンのキーボードの文字配列のことを、左上に配置されている6文字のアルファベットをとって「何配列」というでしょう？	QWERTY配列	ＱＷＥＲＴＹハイレツ
abcgo2009-00616	Windowsのパソコンでは画面の一番下に置かれることが多い、スタートボタンや現在起動しているアプリケーションなどが表示される場所のことを何というでしょう？	タスクバー	タスクバー
abcgo2009-00676	スタンフォード大学の大学院生ラリー・ペイジとセルゲイ・ブリンによって開発された、世界一の利用者を誇るインターネット検索エンジンは何でしょう？	Google	ＧＯＯＧＬＥ
abcgo2009-00696	アメリカの「4大テレビネットワーク」といえば、ABC、CBS、NBCとあと一つは何でしょう？	FOX	ＦＯＸ
abcgo2009-00837	「Portable Document Format」の略である、Adobe systems(アドビ・システムズ)が開発した、コンピューターの機種を問わず文書を閲覧できるシステムを何というでしょう？	PDF	ＰＤＦ
abcgo2009-00920	パソコンの中のプログラムやアプリケーションなどをシステムから削除することを、インストールに対して何というでしょう？	アンインストール[uninstall]	アンインストール
abcgo2010-00006	「tweet」と呼ばれる140文字以内の「つぶやき」でコミュニケーションを行う、2006年に開始されたインターネット上のサービスは何でしょう？	twitter[ツイッター]	ＴＷＩＴＴＥＲ
abcgo2010-00331	1996年にサービスを開始した日本のインターネットプロバイダで、その名前には「大きな地球」という意味があるのは何でしょう？	BIGLOBE(ビッグローブ)	ビッグローブ
abcgo2010-00371	家庭用ゲーム機の「Xbox360」を発売しているコンピュータ・ソフトウェア会社はどこでしょう？	マイクロソフト[Microsoft]	マイクロソフト
abcgo2010-00396	ラテン語で「あらゆる場所にある」という意味がある、社会活動のあらゆる局面でコンピューターによる支援を受けられるような環境を指す概念は何でしょう？	ユビキタス	ユビキタス
abcgo2010-00452	コンピュータの基本ソフトウェアである「OS」とは、何という言葉の略でしょう？	オペレーティング・システム[Operating System]【「オペレーション・システム」はもう1回】	オペレーティングシステム
abcgo2010-00797	モノクロ映画をコンピュータ処理で着色する技術のことを、英語で何というでしょう？	カラライゼーション[colorization]	カラライゼーション
abcgo2011-00008	アメリカ人のジミー・ウェールズらが創設した、誰でも自由に編集できるインターネット上のフリー百科事典は何でしょう？	Wikipedia(ウィキペディア)【「Wiki」はシステムのことなので×】	ウィキペディア
abcgo2011-00195	元々は画面の焼き付きを防ぐ目的があった、起動中のパソコンを長時間動かさなかったときに自動的に動画などを表示するプログラムを何というでしょう？	スクリーンセーバー	スクリーンセーバー
abcgo2011-00256	インターネット電話の最大手であるスカイプ・テクノロジーズが本社を置くヨーロッパの国はどこでしょう？	ルクセンブルク	ルクセンブルク
abcgo2011-00345	0から255までの数字4組で表されることが多い、ネットワーク上のコンピュータを識別するための番号を何というでしょう？	IPアドレス	ＩＰアドレス
abcgo2011-00466	アフガニスタン紛争など機密情報の暴露で話題となった、ジュリアン・アサンジにより創設されたウェブサイトは何でしょう？	ウィキリークス	ウィキリークス
abcgo2011-00533	ラテン語で「生活」という意味の言葉が付けられた、ソニー・コンピュータエンターテインメントが年末に発売する予定の新型携帯ゲーム機は何でしょう？	PlayStation Vita(プレイステーション・ヴィータ)	プレイステーションヴィータ
abcgo2011-00756	コンピュータのキーボードを見ないで、指先の感覚だけを頼りにタイピングを行うことを、一般に何というでしょう？	タッチタイピング(タッチタイプ、タッチメソッド)	タッチタイピング
abcgo2011-00982	携帯電話のiPhoneや、携帯音楽プレーヤーのiPodを販売している企業は何でしょう？	アップル【「アップル・コンピュータ」はもう一回】	アップル
abcgo2011-01058	コンピュータの表計算ソフトで、値を入力するマスのことを、「細胞」という意味の言葉を使って何というでしょう？	セル	セル
abcgo2011-01185	金融では「債務不履行」を、コンピューターでは「初期設定値」や「標準」という意味で用いられる英単語は何でしょう？	デフォルト	デフォルト
abcgo2011-01218	フィギュアスケートで、競技大会のプログラムが全て終わった後に観客サービスとして行われる演技を何というでしょう？	エキシビション(ガーラ)	ガーラ
abcgo2012-00065	「アクロバット」や「フォトショップ」などで知られるアメリカのコンピュータソフトメーカーは？ (1) Quark Inc. (2) Oracle (3) Red Hat (4) Adobe	(4) Adobe	ＡＤＯＢＥ
abcgo2012-00240	オンラインゲームでのプレーヤーの操作や、ツイッターでの書き込みを人間の代わりに行うプログラムのことを特に何というでしょう？	bot(ボット)	ボット
abcgo2012-00258	かな漢字変換ソフトの「ATOK(エイトック)」や日本語ワープロソフトの「一太郎」を販売している、ソフトウェア開発会社は何でしょう？	ジャストシステム	ジャストシステム
abcgo2012-00820	インターネットのURLにある「http」とは、何という言葉を略したものでしょう？	 HyperText TransferProtocol(ハイパーテキスト・トランスファー・プロトコル)	ハイパーテキストトランスファープロトコル
abcgo2012-00919	インターネットのオークションで、入札するたびに手数料がかかる形式のものを何というでしょう？	ペニーオークション	ペニーオークション
abcgo2012-00920	英語で「あふれる」という意味がある、コンピュータで数値演算を行った結果、扱える数値の最大値を超えることを何というでしょう？	オーバーフロー	オーバーフロー
abcgo2012-01046	前面のタッチスクリーンに加え、裏面にもタッチバッドが配置されている、昨年 12月にソニー・コンピュータエンタテインメントが発売した携帯ゲーム機は何でしょう？	PlayStation Vita(プレイステーション・ヴィータ)	プレイステーションヴィータ
abcgo2013-00104	自分の名前やハンドルネームをインターネットで検索することを指す言葉は？ (1) マイサーチ (2) エゴサーチ (3) セルフサーチ (4) ヴァニティサーチ 	(2) エゴサーチ	エゴサーチ
abcgo2013-00154	アメリカにおける「4大テレビネットワーク」といえば、ABC、NBC、CBSと何でしょう？	FOX(The Fox Broadcasting Company)	ＦＯＸ
abcgo2013-00166	インターネットサービスのFacebookやTwitterで、投稿を時系列に表示したものを何というでしょう？	タイムライン※「TL」も○。	タイムライン
abcgo2013-00410	ドキュメント作成ソフト「アクロバット」や画像編集ソフト「フォトショップ」で知られる、コンピュータソフト会社は何でしょう？	アドビシステムズ(Adobe Systems)	アドビシステムズ
abcgo2013-00627	1987年にロバート・ガスキンスによって開発された、プレゼンテーション資料の作成ソフトとして人気のパソコン用ソフトウェアは何でしょう？	PowerPoint(パワーポイント)	パワーポイント
abcgo2013-00655	コンピュータの五大装置のうち、マウスやキーボードはどれに該当するでしょう？	入力装置※「インプット」もおまけで○。	ニュウリョクソウチ
abcgo2013-00729	元々は「建築様式」を意味する、コンピュータ関連で基本設計や設計思想を指す用語は何でしょう？	アーキテクチャ	アーキテクチャ
abcgo2013-01066	Google Chrome、Mozilla Firefox、Internet Explorerなど、インターネット上の情報を閲覧するためのソフトのことを英語で何というでしょう？	(ウェブ)ブラウザ	ブラウザ
abcgo2013-01086	通信規約を用いたインターネット通信において割り当てられる識別番号のことを、アルファベット2文字を使って「何アドレス」というでしょう？	IPアドレス	ＩＰアドレス
abcgo2014-00267	英語で「孤立」という意味がある、コンピュータをネットワークに接続せず単独で使うことをさす言葉は何でしょう？	スタンドアローン	スタンドアローン
abcgo2014-00313	略称を「ほぼ日(にち)」という、コピーライターの糸井重里(いとい・しげさと)が主宰する人気ウェブサイトは何でしょう？	ほぼ日刊イトイ新聞	ホボニッカンイトイシンブン
abcgo2014-00607	処理の流れが複雑で非常に読みづらいプログラムのコードのことを、ある食べ物を使って何というでしょう？	スパゲッティコード	スパゲッティコード
abcgo2014-01099	コンピュータのマウスの基本操作で、ボタンを一回押してすぐに離すことを何というでしょう？	クリック	クリック
abcgo2014-01143	コンピューターのキーボードで、漢字変換や空白の入力に用いる、一般に横幅が長くなっているキーは何でしょう？	スペースキー	スペースキー
